NAMEUNIT,num_pizzerias,municipio_norm,POB25,PROVINCIA,CPRO,CMUN,pizzerias_100k_hab
A Arnoia,1,a arnoia,,,,,
A Coruña,412,a coruna,,,,,
A Fonsagrada,10,a fonsagrada,,,,,
A Gudiña,8,a gudina,,,,,
A Merca,1,a merca,,,,,
A Mezquita,3,a mezquita,,,,,
A Peroxa,4,a peroxa,,,,,
A Pobra de Trives,3,a pobra de trives,,,,,
A Pobra do Brollón,2,a pobra do brollon,,,,,
A Pontenova,1,a pontenova,,,,,
A Rúa,4,a rua,,,,,
A Teixeira,3,a teixeira,,,,,
A Veiga,2,a veiga,,,,,
Abadiño,5,abadino,7768.0,Bizkaia,48.0,1.0,64.36663233779609
Abadín,2,abadin,2239.0,Lugo,27.0,1.0,89.32559178204555
Abaltzisketa,4,abaltzisketa,321.0,Gipuzkoa,20.0,1.0,1246.105919003115
Abanto y Ciérvana-Abanto Zierbena,3,abanto y ciervana-abanto zierbena,9379.0,Bizkaia,48.0,2.0,31.986352489604435
Abizanda,3,abizanda,162.0,Huesca,22.0,2.0,1851.851851851852
Ablanque,1,ablanque,70.0,Guadalajara,19.0,2.0,1428.571428571429
Abárzuza/Abartzuza,2,abarzuza/abartzuza,510.0,Navarra,31.0,2.0,392.156862745098
Acebedo,1,acebedo,181.0,León,24.0,1.0,552.4861878453039
Aduna,7,aduna,500.0,Gipuzkoa,20.0,2.0,1400.0
Agoncillo,2,agoncillo,1464.0,"Rioja, La",26.0,2.0,136.6120218579235
Agudo,1,agudo,1605.0,Ciudad Real,13.0,2.0,62.30529595015577
Aguilar de Campoo,22,aguilar de campoo,6916.0,Palencia,34.0,4.0,318.10294968189703
Agurain/Salvatierra,3,agurain/salvatierra,5189.0,Araba/Álava,1.0,51.0,57.8146078242436
Aia,9,aia,2148.0,Gipuzkoa,20.0,16.0,418.9944134078213
Aibar/Oibar,1,aibar/oibar,754.0,Navarra,31.0,9.0,132.6259946949602
Aisa,5,aisa,326.0,Huesca,22.0,6.0,1533.7423312883436
Ajangiz,1,ajangiz,458.0,Bizkaia,48.0,911.0,218.3406113537118
Alacant/Alicante,427,alacant/alicante,366221.0,Alicante/Alacant,3.0,14.0,116.5962629122852
Alaior,21,alaior,10217.0,"Balears, Illes",7.0,2.0,205.53978663012623
Alamillo,1,alamillo,450.0,Ciudad Real,13.0,3.0,222.22222222222223
Alar del Rey,2,alar del rey,910.0,Palencia,34.0,5.0,219.78021978021977
Alaró,14,alaro,6121.0,"Balears, Illes",7.0,1.0,228.7207972553504
Albacete,149,albacete,175400.0,Albacete,2.0,3.0,84.94868871151654
Albalate de Cinca,1,albalate de cinca,1080.0,Huesca,22.0,7.0,92.59259259259258
Albalate de Zorita,2,albalate de zorita,1148.0,Guadalajara,19.0,6.0,174.21602787456445
Albalate del Arzobispo,3,albalate del arzobispo,1936.0,Teruel,44.0,8.0,154.95867768595042
Albarracín,19,albarracin,998.0,Teruel,44.0,9.0,1903.807615230461
Albelda de Iregua,5,albelda de iregua,3930.0,"Rioja, La",26.0,5.0,127.22646310432567
Albentosa,2,albentosa,290.0,Teruel,44.0,10.0,689.6551724137931
Albiztur,4,albiztur,328.0,Gipuzkoa,20.0,4.0,1219.5121951219512
Alcalà de Xivert,52,alcala de xivert,7349.0,Castellón/Castelló,12.0,4.0,707.5792624846918
Alcalá de la Selva,3,alcala de la selva,382.0,Teruel,44.0,12.0,785.3403141361257
Alcalá la Real,7,alcala la real,21496.0,Jaén,23.0,2.0,32.56419799032378
Alcanadre,2,alcanadre,685.0,"Rioja, La",26.0,7.0,291.97080291970804
Alcaudete,2,alcaudete,10129.0,Jaén,23.0,3.0,19.745285813012146
Alcañices,1,alcanices,1062.0,Zamora,49.0,3.0,94.16195856873824
Alcañiz,12,alcaniz,16505.0,Teruel,44.0,13.0,72.70524083611026
Alcocer,1,alcocer,319.0,Guadalajara,19.0,9.0,313.4796238244514
Alcolea del Pinar,2,alcolea del pinar,357.0,Guadalajara,19.0,11.0,560.2240896358544
Alcoroches,2,alcoroches,117.0,Guadalajara,19.0,13.0,1709.4017094017092
Alcubilla de Avellaneda,1,alcubilla de avellaneda,111.0,Soria,42.0,7.0,900.9009009009008
Alcázar de San Juan,19,alcazar de san juan,31914.0,Ciudad Real,13.0,5.0,59.53500031334211
Alcúdia,143,alcudia,21907.0,"Balears, Illes",7.0,3.0,652.7593919751678
Aldeanueva de Ebro,3,aldeanueva de ebro,2753.0,"Rioja, La",26.0,8.0,108.97203051216854
Aldeaquemada,2,aldeaquemada,446.0,Jaén,23.0,4.0,448.43049327354254
Alegia,2,alegia,1813.0,Gipuzkoa,20.0,5.0,110.31439602868174
Alesanco,1,alesanco,486.0,"Rioja, La",26.0,9.0,205.761316872428
Alfaro,2,alfaro,9923.0,"Rioja, La",26.0,11.0,20.15519500151164
Alfoz,1,alfoz,1493.0,Lugo,27.0,2.0,66.97923643670462
Alfoz de Lloredo,6,alfoz de lloredo,2500.0,Cantabria,39.0,1.0,240.0
Algaida,15,algaida,6357.0,"Balears, Illes",7.0,4.0,235.9603586597452
Algora,1,algora,89.0,Guadalajara,19.0,17.0,1123.5955056179776
Aliaga,1,aliaga,344.0,Teruel,44.0,17.0,290.69767441860466
Alija del Infantado,1,alija del infantado,554.0,León,24.0,3.0,180.50541516245488
Alkiza,2,alkiza,352.0,Gipuzkoa,20.0,6.0,568.1818181818181
Allande,1,allande,1506.0,Asturias,33.0,1.0,66.40106241699867
Allariz,13,allariz,6497.0,Ourense,32.0,1.0,200.09235031553024
Aller,20,aller,10011.0,Asturias,33.0,2.0,199.7802417340925
Allín/Allin,1,allin/allin,881.0,Navarra,31.0,11.0,113.50737797956867
Almadrones,2,almadrones,67.0,Guadalajara,19.0,20.0,2985.074626865672
Almadén,6,almaden,4855.0,Ciudad Real,13.0,11.0,123.58393408856848
Almagro,10,almagro,9190.0,Ciudad Real,13.0,13.0,108.8139281828074
Almanza,1,almanza,570.0,León,24.0,4.0,175.43859649122803
Almarza,1,almarza,601.0,Soria,42.0,19.0,166.38935108153078
Almassora,19,almassora,29159.0,Castellón/Castelló,12.0,9.0,65.15998491031928
Almazán,10,almazan,5544.0,Soria,42.0,20.0,180.3751803751804
Almedíjar,1,almedijar,288.0,Castellón/Castelló,12.0,10.0,347.22222222222223
Almenara,6,almenara,6813.0,Castellón/Castelló,12.0,11.0,88.06693086745928
Almería,201,almeria,205468.0,Almería,4.0,13.0,97.82545213853253
Almudévar,4,almudevar,2462.0,Huesca,22.0,21.0,162.46953696181967
Almuradiel,7,almuradiel,744.0,Ciudad Real,13.0,16.0,940.8602150537632
Alonsotegi,2,alonsotegi,2991.0,Bizkaia,48.0,912.0,66.86726847208291
Alovera,6,alovera,14526.0,Guadalajara,19.0,24.0,41.30524576621231
Alquézar,11,alquezar,328.0,Huesca,22.0,24.0,3353.6585365853657
Altorricón,1,altorricon,1504.0,Huesca,22.0,25.0,66.48936170212767
Altsasu/Alsasua,3,altsasu/alsasua,7717.0,Navarra,31.0,10.0,38.87521057405728
Altura,2,altura,3849.0,Castellón/Castelló,12.0,12.0,51.96154845414393
Altzaga,2,altzaga,165.0,Gipuzkoa,20.0,906.0,1212.1212121212122
Amezketa,2,amezketa,956.0,Gipuzkoa,20.0,8.0,209.20502092050208
Amieva,1,amieva,591.0,Asturias,33.0,3.0,169.2047377326565
Amorebieta-Etxano,33,amorebieta-etxano,19660.0,Bizkaia,48.0,3.0,167.85350966429297
Amoroto,3,amoroto,390.0,Bizkaia,48.0,4.0,769.2307692307693
Ampudia,4,ampudia,588.0,Palencia,34.0,10.0,680.2721088435375
Ampuero,6,ampuero,4518.0,Cantabria,39.0,2.0,132.80212483399734
Amurrio,14,amurrio,10364.0,Araba/Álava,1.0,2.0,135.0829795445774
Amusco,1,amusco,417.0,Palencia,34.0,11.0,239.8081534772182
Améscoa Baja,3,amescoa baja,729.0,Navarra,31.0,13.0,411.522633744856
Andoain,15,andoain,14517.0,Gipuzkoa,20.0,9.0,103.327133705311
Andorra,4,andorra,7223.0,Teruel,44.0,25.0,55.378651529835246
Andratx,63,andratx,12195.0,"Balears, Illes",7.0,5.0,516.6051660516605
Andújar,6,andujar,35610.0,Jaén,23.0,5.0,16.849199663016005
Anguiano,1,anguiano,488.0,"Rioja, La",26.0,14.0,204.91803278688525
Angüés,1,angues,350.0,Huesca,22.0,27.0,285.7142857142857
Anoeta,1,anoeta,2112.0,Gipuzkoa,20.0,10.0,47.34848484848485
Ansoáin/Antsoain,2,ansoain/antsoain,10663.0,Navarra,31.0,16.0,18.75644752883804
Ansó,8,anso,409.0,Huesca,22.0,28.0,1955.9902200489
Antas de Ulla,2,antas de ulla,1822.0,Lugo,27.0,3.0,109.7694840834248
Antzuola,2,antzuola,2045.0,Gipuzkoa,20.0,11.0,97.799511002445
Anue,1,anue,501.0,Navarra,31.0,17.0,199.60079840319364
Aoiz/Agoitz,2,aoiz/agoitz,3083.0,Navarra,31.0,19.0,64.87187804086928
Aragüés del Puerto,1,aragues del puerto,123.0,Huesca,22.0,32.0,813.0081300813008
Araitz,2,araitz,506.0,Navarra,31.0,20.0,395.2569169960474
Arakil,2,arakil,990.0,Navarra,31.0,25.0,202.020202020202
Arama,1,arama,173.0,Gipuzkoa,20.0,12.0,578.0346820809249
Aramaio,3,aramaio,1354.0,Araba/Álava,1.0,3.0,221.56573116691283
Aranguren,6,aranguren,13216.0,Navarra,31.0,23.0,45.39951573849879
Arano,1,arano,108.0,Navarra,31.0,24.0,925.925925925926
Arantza,4,arantza,628.0,Navarra,31.0,22.0,636.9426751592357
Aras,1,aras,150.0,Navarra,31.0,26.0,666.6666666666666
Arañuel,1,aranuel,148.0,Castellón/Castelló,12.0,13.0,675.6756756756757
Arbancón,1,arbancon,157.0,Guadalajara,19.0,37.0,636.9426751592357
Arbizu,3,arbizu,1107.0,Navarra,31.0,27.0,271.00271002710025
Arcos de Jalón,2,arcos de jalon,1531.0,Soria,42.0,25.0,130.63357282821684
Arcos de las Salinas,1,arcos de las salinas,105.0,Teruel,44.0,26.0,952.3809523809524
Areatza,5,areatza,1292.0,Bizkaia,48.0,93.0,386.99690402476784
Arenas de Iguña,1,arenas de iguna,1735.0,Cantabria,39.0,4.0,57.63688760806916
Arens de Lledó,0,arens de lledo,181.0,Teruel,44.0,27.0,0.0
Ares del Maestrat,3,ares del maestrat,181.0,Castellón/Castelló,12.0,14.0,1657.4585635359117
Areso,1,areso,260.0,Navarra,31.0,31.0,384.61538461538464
Aretxabaleta,3,aretxabaleta,7178.0,Gipuzkoa,20.0,13.0,41.79437169127891
Argamasilla de Alba,1,argamasilla de alba,6777.0,Ciudad Real,13.0,19.0,14.755791648221928
Argamasilla de Calatrava,5,argamasilla de calatrava,5847.0,Ciudad Real,13.0,20.0,85.51393877201984
Arganza,2,arganza,800.0,León,24.0,7.0,250.0
Argoños,5,argonos,1884.0,Cantabria,39.0,5.0,265.3927813163482
Arguedas,9,arguedas,2309.0,Navarra,31.0,32.0,389.779125162408
Arguis,3,arguis,167.0,Huesca,22.0,37.0,1796.4071856287426
Ariany,1,ariany,1072.0,"Balears, Illes",7.0,901.0,93.28358208955224
Arjonilla,5,arjonilla,3520.0,Jaén,23.0,7.0,142.04545454545453
Arnedillo,3,arnedillo,433.0,"Rioja, La",26.0,17.0,692.8406466512703
Arnedo,5,arnedo,15140.0,"Rioja, La",26.0,18.0,33.02509907529723
Arnuero,24,arnuero,2300.0,Cantabria,39.0,6.0,1043.4782608695652
Arquillos,2,arquillos,1682.0,Jaén,23.0,8.0,118.90606420927466
Arraia-Maeztu,3,arraia-maeztu,812.0,Araba/Álava,1.0,37.0,369.4581280788177
Arrankudiaga-Zollo,2,arrankudiaga-zollo,1018.0,Bizkaia,48.0,9.0,196.46365422396855
Arrasate/Mondragón,22,arrasate/mondragon,22450.0,Gipuzkoa,20.0,55.0,97.99554565701558
Arratzu,1,arratzu,417.0,Bizkaia,48.0,914.0,239.8081534772182
Arratzua-Ubarrundia,6,arratzua-ubarrundia,1056.0,Araba/Álava,1.0,8.0,568.1818181818181
Arredondo,4,arredondo,478.0,Cantabria,39.0,7.0,836.8200836820083
Arrigorriaga,4,arrigorriaga,11939.0,Bizkaia,48.0,11.0,33.50364352123294
Arroyo de las Fraguas,1,arroyo de las fraguas,32.0,Guadalajara,19.0,42.0,3124.9999999999995
Arroyo del Ojanco,4,arroyo del ojanco,2158.0,Jaén,23.0,905.0,185.356811862836
Arruazu,1,arruazu,121.0,Navarra,31.0,37.0,826.4462809917355
Arrúbal,1,arrubal,566.0,"Rioja, La",26.0,19.0,176.67844522968198
Artajona,2,artajona,1783.0,Navarra,31.0,38.0,112.17049915872128
Artana,3,artana,1993.0,Castellón/Castelló,12.0,16.0,150.52684395383844
Artea,1,artea,743.0,Bizkaia,48.0,23.0,134.58950201884252
Artzentales,2,artzentales,754.0,Bizkaia,48.0,8.0,265.2519893899204
Artziniega,3,artziniega,1868.0,Araba/Álava,1.0,4.0,160.59957173447538
Artà,27,arta,8629.0,"Balears, Illes",7.0,6.0,312.8983659751999
Arén,2,aren,309.0,Huesca,22.0,35.0,647.2491909385113
As Nogais,1,as nogais,,,,,
Asparrena,6,asparrena,1609.0,Araba/Álava,1.0,9.0,372.9024238657551
Asteasu,3,asteasu,1566.0,Gipuzkoa,20.0,14.0,191.57088122605364
Astigarraga,32,astigarraga,7812.0,Gipuzkoa,20.0,903.0,409.626216077829
Astorga,27,astorga,10305.0,León,24.0,8.0,262.0087336244541
Asturianos,1,asturianos,252.0,Zamora,49.0,17.0,396.8253968253968
Ataun,3,ataun,1714.0,Gipuzkoa,20.0,15.0,175.0291715285881
Atienza,7,atienza,406.0,Guadalajara,19.0,44.0,1724.1379310344826
Atxondo,6,atxondo,1342.0,Bizkaia,48.0,91.0,447.0938897168405
Atzeneta del Maestrat,3,atzeneta del maestrat,1284.0,Castellón/Castelló,12.0,1.0,233.6448598130841
Aulesti,1,aulesti,639.0,Bizkaia,48.0,70.0,156.49452269170578
Auritz/Burguete,4,auritz/burguete,235.0,Navarra,31.0,58.0,1702.127659574468
Autilla del Pino,1,autilla del pino,223.0,Palencia,34.0,18.0,448.43049327354254
Autol,4,autol,4958.0,"Rioja, La",26.0,21.0,80.67769261799113
Avilés,66,aviles,75517.0,Asturias,33.0,4.0,87.39753962683899
Ayala/Aiara,5,ayala/aiara,2921.0,Araba/Álava,1.0,10.0,171.17425539198905
Ayegui/Aiegi,2,ayegui/aiegi,2589.0,Navarra,31.0,41.0,77.2499034376207
Ayerbe,4,ayerbe,1050.0,Huesca,22.0,39.0,380.9523809523809
Ayódar,1,ayodar,176.0,Castellón/Castelló,12.0,17.0,568.1818181818181
Azagra,1,azagra,3746.0,Navarra,31.0,42.0,26.695141484249863
Azaila,0,azaila,94.0,Teruel,44.0,31.0,0.0
Azkoitia,8,azkoitia,11774.0,Gipuzkoa,20.0,17.0,67.94632240529981
Azofra,2,azofra,188.0,"Rioja, La",26.0,22.0,1063.829787234043
Azpeitia,14,azpeitia,15301.0,Gipuzkoa,20.0,18.0,91.49728775897
Azuqueca de Henares,5,azuqueca de henares,35924.0,Guadalajara,19.0,46.0,13.918271907359982
Aín,1,ain,133.0,Castellón/Castelló,12.0,2.0,751.8796992481203
Aínsa-Sobrarbe,18,ainsa-sobrarbe,2335.0,Huesca,22.0,907.0,770.8779443254818
Añana,3,anana,141.0,Araba/Álava,1.0,49.0,2127.659574468085
Badajoz,81,badajoz,150209.0,Badajoz,6.0,15.0,53.92486468853398
Badarán,1,badaran,474.0,"Rioja, La",26.0,23.0,210.97046413502107
Baeza,36,baeza,15575.0,Jaén,23.0,9.0,231.13964686998395
Baides,1,baides,46.0,Guadalajara,19.0,47.0,2173.913043478261
Bailo,2,bailo,265.0,Huesca,22.0,44.0,754.7169811320755
Bailén,4,bailen,17119.0,Jaén,23.0,10.0,23.365850809042584
Bakio,10,bakio,2857.0,Bizkaia,48.0,12.0,350.0175008750437
Balboa,4,balboa,269.0,León,24.0,9.0,1486.988847583643
Baldellou,1,baldellou,81.0,Huesca,22.0,45.0,1234.567901234568
Baleira,6,baleira,1093.0,Lugo,27.0,4.0,548.9478499542544
Baliarrain,1,baliarrain,152.0,Gipuzkoa,20.0,904.0,657.8947368421052
Balmaseda,3,balmaseda,7718.0,Bizkaia,48.0,90.0,38.87017362010884
Baltanás,2,baltanas,1226.0,Palencia,34.0,22.0,163.1321370309951
Bande,2,bande,1460.0,Ourense,32.0,6.0,136.986301369863
Banyalbufar,9,banyalbufar,573.0,"Balears, Illes",7.0,7.0,1570.6806282722514
Barakaldo,80,barakaldo,102986.0,Bizkaia,48.0,13.0,77.68046142194085
Baralla,1,baralla,2396.0,Lugo,27.0,901.0,41.736227045075125
Baraona,2,baraona,117.0,Soria,42.0,29.0,1709.4017094017092
Barañáin/Barañain,9,baranain/baranain,19642.0,Navarra,31.0,901.0,45.82018124427248
Barbadás,3,barbadas,11201.0,Ourense,32.0,8.0,26.78332291759664
Barbastro,7,barbastro,17807.0,Huesca,22.0,48.0,39.31038355702813
Barcelona,3665,barcelona,1731649.0,Barcelona,8.0,19.0,211.6479725394696
Bardenas Reales,1,bardenas reales,,,,,
Bareyo,15,bareyo,2124.0,Cantabria,39.0,11.0,706.2146892655368
Barracas,3,barracas,188.0,Castellón/Castelló,12.0,20.0,1595.7446808510638
Barreiros,13,barreiros,3036.0,Lugo,27.0,5.0,428.1949934123847
Barrika,5,barrika,1513.0,Bizkaia,48.0,14.0,330.4692663582287
Barruelo de Santullán,3,barruelo de santullan,1164.0,Palencia,34.0,27.0,257.7319587628866
Barrundia,4,barrundia,882.0,Araba/Álava,1.0,13.0,453.51473922902494
Barásoain,1,barasoain,601.0,Navarra,31.0,45.0,166.38935108153078
Basaburua,5,basaburua,819.0,Navarra,31.0,49.0,610.5006105006105
Basauri,10,basauri,40274.0,Bizkaia,48.0,15.0,24.829915081690423
Baztan,33,baztan,7851.0,Navarra,31.0,50.0,420.3286205578908
Bañares,2,banares,198.0,"Rioja, La",26.0,24.0,1010.1010101010102
Baños de Molgas,1,banos de molgas,1471.0,Ourense,32.0,7.0,67.98096532970767
Baños de la Encina,8,banos de la encina,2542.0,Jaén,23.0,11.0,314.7128245476003
Beas de Segura,1,beas de segura,4983.0,Jaén,23.0,12.0,20.06823198876179
Beasain,4,beasain,14048.0,Gipuzkoa,20.0,19.0,28.47380410022779
Beceite,7,beceite,572.0,Teruel,44.0,37.0,1223.7762237762238
Becerreá,3,becerrea,2836.0,Lugo,27.0,6.0,105.78279266572638
Becerril de Campos,2,becerril de campos,737.0,Palencia,34.0,29.0,271.370420624152
Bedia,1,bedia,1111.0,Bizkaia,48.0,92.0,90.00900090009002
Bedmar y Garcíez,5,bedmar y garciez,2567.0,Jaén,23.0,902.0,194.77989871445268
Begonte,14,begonte,2886.0,Lugo,27.0,7.0,485.1004851004851
Begíjar,0,begijar,2908.0,Jaén,23.0,14.0,0.0
Beintza-Labaien,1,beintza-labaien,228.0,Navarra,31.0,137.0,438.5964912280702
Beire,1,beire,274.0,Navarra,31.0,51.0,364.9635036496351
Beizama,1,beizama,128.0,Gipuzkoa,20.0,20.0,781.2499999999999
Bejís,1,bejis,400.0,Castellón/Castelló,12.0,22.0,250.0
Belascoáin,0,belascoain,124.0,Navarra,31.0,52.0,0.0
Belauntza,1,belauntza,291.0,Gipuzkoa,20.0,21.0,343.6426116838488
Belmonte de Miranda,2,belmonte de miranda,1366.0,Asturias,33.0,5.0,146.41288433382138
Belver de Cinca,1,belver de cinca,1298.0,Huesca,22.0,52.0,77.04160246533128
Bembibre,12,bembibre,8041.0,León,24.0,14.0,149.2351697550056
Benabarre,6,benabarre,1142.0,Huesca,22.0,53.0,525.3940455341507
Benasque,20,benasque,2359.0,Huesca,22.0,54.0,847.816871555744
Benassal,1,benassal,1048.0,Castellón/Castelló,12.0,26.0,95.41984732824427
Benavente,18,benavente,17309.0,Zamora,49.0,21.0,103.99214281587614
Benavides,2,benavides,2321.0,León,24.0,15.0,86.16975441619991
Benicarló,14,benicarlo,30296.0,Castellón/Castelló,12.0,27.0,46.21072088724584
Benicàssim/Benicasim,34,benicassim/benicasim,20539.0,Castellón/Castelló,12.0,28.0,165.53873119431327
Bera,15,bera,3779.0,Navarra,31.0,250.0,396.930404869013
Berango,10,berango,8242.0,Bizkaia,48.0,16.0,121.32977432661976
Berantevilla,2,berantevilla,461.0,Araba/Álava,1.0,14.0,433.8394793926247
Berastegi,2,berastegi,1114.0,Gipuzkoa,20.0,22.0,179.53321364452424
Berbegal,1,berbegal,321.0,Huesca,22.0,55.0,311.5264797507788
Berceo,1,berceo,143.0,"Rioja, La",26.0,27.0,699.3006993006993
Bercianos del Real Camino,1,bercianos del real camino,179.0,León,24.0,18.0,558.659217877095
Bergara,11,bergara,14404.0,Gipuzkoa,20.0,74.0,76.36767564565399
Berge,1,berge,218.0,Teruel,44.0,40.0,458.7155963302752
Beriáin,2,beriain,4195.0,Navarra,31.0,905.0,47.67580452920143
Berlanga de Duero,2,berlanga de duero,810.0,Soria,42.0,35.0,246.9135802469136
Bermeo,17,bermeo,17038.0,Bizkaia,48.0,17.0,99.7769691278319
Bermillo de Sayago,2,bermillo de sayago,1028.0,Zamora,49.0,23.0,194.5525291828794
Berriatua,1,berriatua,1224.0,Bizkaia,48.0,18.0,81.69934640522877
Berrioplano/Berriobeiti,5,berrioplano/berriobeiti,7645.0,Navarra,31.0,902.0,65.40222367560497
Berriozar,3,berriozar,11361.0,Navarra,31.0,903.0,26.406126221283337
Berriz,5,berriz,4533.0,Bizkaia,48.0,19.0,110.30222810500771
Berrobi,1,berrobi,551.0,Gipuzkoa,20.0,23.0,181.48820326678765
Bertizarana,1,bertizarana,668.0,Navarra,31.0,54.0,149.7005988023952
Betelu,1,betelu,375.0,Navarra,31.0,55.0,266.6666666666667
Beteta,1,beteta,253.0,Cuenca,16.0,35.0,395.2569169960474
Bezas,1,bezas,73.0,Teruel,44.0,41.0,1369.8630136986303
Bidania-Goiatz,2,bidania-goiatz,530.0,Gipuzkoa,20.0,24.0,377.35849056603774
Bielsa,11,bielsa,479.0,Huesca,22.0,57.0,2296.4509394572024
Bierge,3,bierge,243.0,Huesca,22.0,58.0,1234.567901234568
Biescas,18,biescas,1640.0,Huesca,22.0,59.0,1097.560975609756
Bilbao,493,bilbao,351124.0,Bizkaia,48.0,20.0,140.40623825201354
Bimenes,3,bimenes,1639.0,Asturias,33.0,6.0,183.03843807199516
Binissalem,8,binissalem,9350.0,"Balears, Illes",7.0,8.0,85.56149732620321
Binéfar,4,binefar,10235.0,Huesca,22.0,61.0,39.08158280410357
Boadilla del Camino,1,boadilla del camino,111.0,Palencia,34.0,34.0,900.9009009009008
Boal,2,boal,1372.0,Asturias,33.0,7.0,145.7725947521866
Boca de Huérgano,4,boca de huergano,412.0,León,24.0,20.0,970.8737864077668
Bolaños de Calatrava,4,bolanos de calatrava,12153.0,Ciudad Real,13.0,23.0,32.913683864066485
Boltaña,5,boltana,1089.0,Huesca,22.0,66.0,459.1368227731864
Borrenes,1,borrenes,297.0,León,24.0,22.0,336.7003367003367
Borriana/Burriana,18,borriana/burriana,37915.0,Castellón/Castelló,12.0,32.0,47.47461426875907
Borriol,2,borriol,6018.0,Castellón/Castelló,12.0,31.0,33.23363243602526
Boñar,10,bonar,1732.0,León,24.0,21.0,577.3672055427252
Brazatortas,3,brazatortas,1007.0,Ciudad Real,13.0,24.0,297.9145978152929
Brazuelo,4,brazuelo,304.0,León,24.0,23.0,1315.7894736842104
Brañosera,3,branosera,253.0,Palencia,34.0,36.0,1185.7707509881425
Brihuega,6,brihuega,2826.0,Guadalajara,19.0,53.0,212.31422505307856
Briones,5,briones,752.0,"Rioja, La",26.0,34.0,664.8936170212767
Briñas,1,brinas,191.0,"Rioja, La",26.0,33.0,523.5602094240837
Bronchales,2,bronchales,465.0,Teruel,44.0,45.0,430.1075268817205
Broto,9,broto,615.0,Huesca,22.0,69.0,1463.4146341463415
Buitrago,0,buitrago,68.0,Soria,42.0,42.0,0.0
Bunyola,8,bunyola,7642.0,"Balears, Illes",7.0,10.0,104.68463752944255
Burbáguena,1,burbaguena,396.0,Teruel,44.0,47.0,252.5252525252525
Burela,8,burela,9630.0,Lugo,27.0,902.0,83.07372793354102
Burgo de Osma-Ciudad de Osma,17,burgo de osma-ciudad de osma,5283.0,Soria,42.0,43.0,321.78686352451257
Burgos,281,burgos,177402.0,Burgos,9.0,59.0,158.39731231891412
Burgui/Burgi,1,burgui/burgi,187.0,Navarra,31.0,59.0,534.75935828877
Burlada/Burlata,8,burlada/burlata,21280.0,Navarra,31.0,60.0,37.59398496240602
Burón,3,buron,282.0,León,24.0,25.0,1063.8297872340424
Busturia,3,busturia,1693.0,Bizkaia,48.0,21.0,177.20023626698168
Buñuel,1,bunuel,2318.0,Navarra,31.0,57.0,43.14063848144953
Bárcena de Cicero,5,barcena de cicero,4907.0,Cantabria,39.0,9.0,101.89525168127165
Bárcena de Pie de Concha,3,barcena de pie de concha,675.0,Cantabria,39.0,10.0,444.44444444444446
Bélmez de la Moraleda,1,belmez de la moraleda,1504.0,Jaén,23.0,15.0,66.48936170212767
Bóveda,1,boveda,1369.0,Lugo,27.0,8.0,73.04601899196493
Búger,2,buger,1215.0,"Balears, Illes",7.0,9.0,164.6090534979424
Cabanes,12,cabanes,3475.0,Castellón/Castelló,12.0,33.0,345.3237410071942
Cabanes,12,cabanes,995.0,Girona,17.0,30.0,1206.0301507537688
Cabanillas del Campo,4,cabanillas del campo,11572.0,Guadalajara,19.0,58.0,34.56619426201175
Cabañas Raras,0,cabanas raras,1286.0,León,24.0,27.0,0.0
Cabezarados,1,cabezarados,279.0,Ciudad Real,13.0,25.0,358.4229390681004
Cabezarrubias del Puerto,1,cabezarrubias del puerto,483.0,Ciudad Real,13.0,26.0,207.0393374741201
Cabezón de Liébana,3,cabezon de liebana,530.0,Cantabria,39.0,13.0,566.0377358490566
Cabezón de la Sal,11,cabezon de la sal,8226.0,Cantabria,39.0,12.0,133.7223437879893
Cabra del Santo Cristo,1,cabra del santo cristo,1639.0,Jaén,23.0,17.0,61.01281269066504
Cabrales,32,cabrales,1884.0,Asturias,33.0,8.0,1698.5138004246285
Cabranes,3,cabranes,1094.0,Asturias,33.0,9.0,274.22303473491775
Cabrillanes,2,cabrillanes,687.0,León,24.0,29.0,291.12081513828235
Cabuérniga,4,cabuerniga,976.0,Cantabria,39.0,14.0,409.8360655737705
Cacabelos,8,cacabelos,4734.0,León,24.0,30.0,168.99028305872412
Calaceite,1,calaceite,961.0,Teruel,44.0,49.0,104.05827263267427
Calahorra,14,calahorra,25367.0,"Rioja, La",26.0,36.0,55.18981353727283
Calamocha,10,calamocha,4655.0,Teruel,44.0,50.0,214.82277121374867
Calatañazor,6,calatanazor,43.0,Soria,42.0,46.0,13953.488372093025
Calvià,305,calvia,53793.0,"Balears, Illes",7.0,11.0,566.9882698492369
Calzada de Calatrava,1,calzada de calatrava,3668.0,Ciudad Real,13.0,27.0,27.262813522355508
Calzada del Coto,2,calzada del coto,217.0,León,24.0,31.0,921.6589861751152
Calzadilla de Tera,2,calzadilla de tera,278.0,Zamora,49.0,32.0,719.4244604316547
Camaleño,20,camaleno,964.0,Cantabria,39.0,15.0,2074.688796680498
Camarena de la Sierra,1,camarena de la sierra,137.0,Teruel,44.0,54.0,729.9270072992701
Camargo,33,camargo,30577.0,Cantabria,39.0,16.0,107.92425679432252
Camarzana de Tera,1,camarzana de tera,740.0,Zamora,49.0,33.0,135.13513513513513
Cambil,5,cambil,2654.0,Jaén,23.0,18.0,188.39487565938205
Caminreal,1,caminreal,606.0,Teruel,44.0,56.0,165.016501650165
